korean,actual translation,Google translation,DeepL translation,bleurt_score,comet_score
전 여기 테드에 서기 위해 새 골반을 가지지 않았을 겁니다.,I wouldn't have my new hip for this TED.,I wouldn't have a new pelvis to stand here at Ted.,,-0.48409122228622437,0.5623003840446472
전 아프리카에서 열릴 테드글로발을 위해 새 골반을 가지지 않았을 거구요.,I wouldn't have my new hip for TEDGlobal in Africa.,I wouldn't have a new pelvis for Ted Global in Africa.,,-0.08715155720710754,0.6413615942001343
전 테드2008을 위해 새 골반을 가지지 않았을 겁니다.,I would not have my new hip for TED2008.,I wouldn't have gotten a new pelvis for TED2008.,,0.14020170271396637,0.6557636260986328
전 여전히 제 아픈 골반으로 지탱하고 있었겠죠. 그건 정말 실망스러웠죠.,I would still be on my bad hip. That was so disappointing.,I would still be supporting myself with my sore pelvis. That was really disappointing.,,0.04240201413631439,0.784172773361206
"전 진료실을 나왔어요, 그리고 병원을 걸었답니다. 그때 제가 무언가를 깨달앗어요.","So, I left his office and I was walking through the hospital, and that's when I had my epiphany.",I left the doctor's office and walked through the hospital. That's when I realized something.,,0.1873132586479187,0.8584948182106018
이 7째중에 막내인 제가 제일 앞 줄로 나가야만 했어요.,This youngest of seven had to get herself to the front of the line.,"As the youngest of the 7, I had to go to the front row.",,0.018644899129867554,0.7657609581947327
네 맞아요.,Oh yeah.,yes that's right.,,0.33081233501434326,0.8054363131523132
제가 보통 캐나다 사람들이 어떤지 말했나요?,Can I tell you how un-Canadian that is?,Did I mention what Canadians are like in general?,,-0.38792499899864197,0.6920072436332703
우리는 그런식으로 생각하지 않죠.,We do not think that way.,We don't think that way.,,1.0180978775024414,0.9622049331665039
우린 그런 것에 관해 이야기조차 안하죠. 음.. 그건 아예 관심 밖이죠.,We don't talk about it. It's not even a consideration.,We don't even talk about that. Well... that's completely out of the question.,,0.33347055315971375,0.8539344072341919
"사실, 우리가 외국으로 여행 중에서 우리 캐나다인을 구별하는 방법이기도 해요","In fact, when we're traveling abroad, it's how we identify fellow Canadians.","In fact, it's how we distinguish ourselves as Canadians when we travel abroad.",,0.49556148052215576,0.8649513721466064
"""당신 뒤"" "" 아니요, 뒤에 있는 분이요""","""After you."" ""Oh, no, no. After you.""","“Behind you” “No, the one behind you”",,-0.01392238587141037,0.6090953946113586
"이봐요, 캐나다 사람인가요? ""어머, 저두요! 안녕하세요!""","Hey, are you from Canada? ""Oh, me too! Hi!""","Hey, are you Canadian? “Oh, me too! Hello!”",,0.7330276370048523,0.9600221514701843
"""와우! 반가워요!""","""Great! Excellent!""",“Wow! Nice to meet you!”,,-0.02371944487094879,0.7485137581825256
"그런데, 갑자기 어떤 늙은이를 줄 밖으로 밀어내겠다고 생각했어요.","So no, suddenly I wasn't averse to butting any geezer off the list.","Then, all of a sudden, I thought I was going to push some old guy out of the line.",,-0.4358256459236145,0.6387012600898743
새로운 골반을 갖고 싶어하는 70살 먹은 노인 그래서 골프나 정원손질을 다시 할 수 있는,"Some 70-year-old who wanted his new hip so he could be back golfing, or gardening.",A 70-year-old man who wants a new pelvis so he can play golf or garden again.,,0.2125760018825531,0.7208721041679382
아니요. 맨 앞줄,"No, no. Front of the line.",no. front row,,0.1516421139240265,0.5946928858757019
"그때까지 저는 로비를 걷고 있었고, 그리고 물론 제 골반때문에 고통스러웠죠. 저는 어떤 계시가 필요했답니다.","So by now I was walking the lobby, and of course, that hurt, because of my hip, and I kind of needed a sign.","By then I was walking through the lobby, and of course my pelvis was in pain. I needed some revelation.",,0.16014742851257324,0.7531651854515076
그리고 전 그 계시를 봤어요.,And I saw a sign.,And I saw the revelation.,,0.14071370661258698,0.8261409997940063
"병원에 있던 조그만 선물가게 창문에서 그 계시가 있었어요. 그곳에 ""자원봉사자 모집"" 이라고 써있더군요.","In the window of the hospital's tiny gift shop there was a sign that said, ""Volunteers Needed."" Hmm.",The revelation came from the window of a small gift shop in the hospital. It said “Volunteers Recruiting” written there.,,-0.3396775722503662,0.7814751863479614
"네, 저는 바로 고용되었어요.","Well, they signed me up immediately.","Yes, I was hired right away.",,0.18657515943050385,0.8746441006660461
신원 증명이나 일반적으로 따지는 경력 따위도 필요없더군요.,"No reference checks. None of the usual background stuff, no.",There was no need for proof of identity or any typical work experience.,,-0.12092989683151245,0.7120611071586609
그 사람들은 자원봉사자가 정말 필요했거든요. 왜나면 그 병원 선물가게의 평균 자원봉사자들 나이가 75세 였거든요.,They were desperate for volunteers because the average age of the volunteer at the hospital gift shop was 75.,They really needed volunteers. Because the average age of the volunteers at the hospital gift shop was 75 years old.,,0.5367676615715027,0.9263817071914673
"네, 그들은 젊은 피가 필요했어요.",Yeah. They needed some young blood.,"Yes, they needed young blood.",,0.8310607075691223,0.9506881833076477
"그래서, 바로 전 밝은 파란색 자원봉사 자켓을 가지게 되었죠. 저는 사진이 담긴 ID카드를 가지게 되었고, 89살 보스에게서 교육을 받았습니다.","So, next thing you know, I had my bright blue volunteer vest, I had my photo ID, and I was fully trained by my 89-year-old boss.","So, I just happened to have a bright blue volunteer jacket. I got an ID card with a photo on it and received training from my 89-year-old boss.",,0.40174636244773865,0.8419243693351746
저는 혼자 일했답니다.,I worked alone.,I worked alone.,,1.1196187734603882,0.9827561974525452
매주 금요일 아침마다 저는 그 선물가게에 있었어요.,Every Friday morning I was at the gift shop.,Every Friday morning I was at the gift shop.,,1.0542759895324707,0.9780308604240417
"병원 직원의 사탕먹는 소리가 들리면 저는 그냥 편하게 ""뭐하고 계세요?"" 라고 묻곤 했죠.","While ringing in hospital staff's Tic Tacs, I'd casually ask, ""What do you do?""","When I hear the hospital staff eating candy, I just casually ask, “What are you doing?” I used to ask.",,-0.6108453273773193,0.7375925183296204
"그러고선 그들에게 ""음, 저는 18개월 안에 제 엉덩이를 고칠겁니다"" 라고 이야기 했답니다.","Then I'd tell them, ""Well, I'm getting my hip replaced -- in 18 months.","And then I told them, ""Well, I'm going to get my butt fixed in 18 months.""",,0.06939923763275146,0.7930590510368347
"이 아픈게 멈춘다면 정말 끝내줄겁니다., 우!","It's gonna be so great when the pain stops. Ow!""","It would be amazing if this pain stopped., Wow!",,0.5553774833679199,0.8409205079078674
"모든 직원들이 이 씩씩하고, 젊은 자원봉사자를 알게 되었습니다.","All the staff got to know the plucky, young volunteer.","The entire staff got to know this spirited, young volunteer.",,0.25204235315322876,0.9016889929771423
"저의 다음 외과의사와의 진료약속이, 정말 우연하게도 바로 선물가게 근무시간 바로 다음이었습니다.","My next surgeon's appointment was, coincidentally, right after a shift at the gift shop.","My next appointment with the surgeon, coincidentally, was right after working hours at the gift shop.",,0.511184573173523,0.895852267742157
"그래서, 자연스럽게 저는 제 조끼를 입고, 아이디 카드를 달고 있었죠.","So, naturally, I had my vest and my identification.","So, naturally, I wore my vest and ID card.",,0.5896832942962646,0.9255937933921814
저는 무심코 제 옷을 진료실 의자에 올려뒀었죠.,I draped them casually over the chair in the doctor's office.,I inadvertently left my clothes on the chair in the doctor’s office.,,0.11843140423297882,0.7624418139457703
"그리고, 그 의사가 들어왔을 때 그가 그 걸처둔 것들을 보았구요.","And you know, when he walked in, I could just tell that he saw them.","And, when the doctor came in, he saw what he had left there.",,-0.1855095624923706,0.6310812830924988
"잠시 뒤, 저는 불과 몇주 후로 수술 예약을 잡게 되었어요.. 그리고, 염치없이 페르코세트처방을 받았죠.","Moments later, I had a surgery date just weeks away, and a big fat prescription for Percocet.","After a while, I made an appointment for surgery just a few weeks later... and shamelessly got a prescription for Percocet.",,-0.008382067084312439,0.7959471344947815
"지금, 이런 이야기가 떠돌고 있답니다. 저의 자원봉사활동이 저를 제일 앞줄로 오게 했다구요.","Now, word on the street was that it was actually my volunteering that got me to the front of the line.","Now, this story is going around. My volunteer work brought me to the front row.",,0.14651444554328918,0.8224183320999146
"그리고, 아시다시피 저는 부끄러워하지 않았어요.","And, you know, I'm not even ashamed of that.","And, you know, I wasn't shy.",,-0.6399757862091064,0.7909433245658875
두가지 이유에서 말이죠.,Two reasons.,For two reasons.,,0.8965640664100647,0.943330705165863
첫번째는 저는 이 새로운 골반을 정말 잘 간직할 거예요.,"First of all, I am going to take such good care of this new hip.","First of all, I'm going to really cherish this new pelvis.",,0.10030976682901382,0.7131625413894653
"그리고, 또한 계속해서 자원봉사 활동을 할 겁니다. 그 봉사활동이 저를 가장 큰 깨닮음으로 이끌어주었으니까요.","But also I intend to stick with the volunteering, which actually leads me to the biggest epiphany of them all.","And, I will also continue to volunteer. Because that volunteer work led me to the greatest enlightenment.",,-0.051495298743247986,0.8349027633666992
"만약 캐나다인들이 규칙을 어긴다면, 사회에 도움이 되기 때문에 그러는 거랍니다!","Even when a Canadian cheats the system, they do it in a way that benefits society.","If Canadians break the rules, they do it because it helps society!",,0.3615008592605591,0.8797269463539124
"안녕하세요. 여러분, 손을 위로 올려 흔들어주시겠습니까? 제가 하는 것처럼 따라하면 됩니다. 고상하게 흔들어주세요.","Hi. I'm going to ask you to raise your arms and wave back, just the way I am -- kind of a royal wave.","hello. Everyone, would you please raise your hands and wave? Just follow what I do. Please shake it gracefully.",,-0.1507870852947235,0.7083291411399841
여러분은 눈에 보이는 것을 그대로 따라할 수 있습니다.,You can mimic what you can see.,You can just copy what you see.,,0.4564002454280853,0.8473319411277771
여러분은 팔의 수 백가지 근육을 자유자재로 움직일 수 있습니다.,You can program the hundreds of muscles in your arm.,You can freely move hundreds of muscles in your arms.,,0.29098963737487793,0.8318561315536499
머지않아 여러분은 단순히 근육을 움직이는 단계를 넘어 뇌의 수 백가지 영역들을 직접 들여다 보며 제어할 수 있을 것입니다.,"Soon, you'll be able to look inside your brain and program, control the hundreds of brain areas that you see there.","Soon, you will be able to go beyond just moving muscles and directly see and control hundreds of areas of the brain.",,-0.04178920388221741,0.8493216633796692
이는 제가 오늘 여러분에게 소개할 기술의 주제입니다.,I'm going to tell you about that technology.,This is the topic of technology I'm going to introduce to you today.,,0.17892661690711975,0.814873218536377
사람들은 수 천 년동안 인간의 뇌와 마음 속을 읽고 싶어했습니다.,"People have wanted to look inside the human mind, the human brain, for thousands of years.",People have wanted to read the human brain and mind for thousands of years.,,0.5414494276046753,0.912135660648346
이에 대한 해결책의 실마리는 오늘날에 이르러서야 보이기 시작했습니다.,"Well, coming out of the research labs just now, for our generation, is the possibility to do that.",It is only today that clues to a solution to this problem have begun to appear.,,-0.10631780326366425,0.7202624678611755
많은 사람들은 뇌를 읽는 것이 굉장히 어려운 작업일 것이라고 생각합니다.,People envision this as being very difficult.,Many people think that reading the brain would be an extremely difficult task.,,-0.36119145154953003,0.8284741044044495
혈관 속으로 조그마한 캡슐을 집어넣는 것을 보통 생각하는데,"You had to take a spaceship, shrink it down, inject it into the bloodstream.",People usually think of inserting a small capsule into a blood vessel.,,-0.2923477292060852,0.7359605431556702
이는 굉장히 위험한 작업입니다. 동맥에서 당신의 몸이 백혈구의 공격을 받을 수 있기 때문이죠.,It was terribly dangerous. You could be attacked by white blood cells in the arteries.,This is extremely dangerous work. This is because your body can be attacked by white blood cells in your arteries.,,0.36148136854171753,0.8765982985496521
하지만 이젠 이런 문제점을 피해가는 기술이 개발됐습니다.,"But now, we have a real technology to do this.","However, technology has now been developed to avoid these problems.",,0.28865545988082886,0.8662366271018982
제 동료인 피터의 뇌 속으로 들어가봅시다.,We're going to fly into my colleague Peter's brain.,Let's go inside the brain of my colleague Peter.,,0.2998819351196289,0.8783864974975586
MRI를 이용해 피터의 뇌를 들여다 볼 것입니다.,We're going to do it non-invasively using MRI.,We will use an MRI to look into Peter's brain.,,-0.4484058618545532,0.7649367451667786
불필요하게 무엇을 삽입하거나 방사선을 이용할 필요가 전혀 없습니다.,We don't have to inject anything. We don't need radiation.,There is absolutely no need to insert anything unnecessarily or use radiation.,,0.3101043999195099,0.8065282106399536
보시는 것처럼 피터의 뇌 구조를 적나라하게 볼 수 있습니다. 하지만 여기서 중요한 것은 우리가 피터의 마음을 읽을 수 있다는 것입니다.,"We will be able to fly into the anatomy of Peter's brain -- literally, fly into his body -- but more importantly, we can look into his mind.","As you can see, you can clearly see the structure of Peter's brain. But the important thing here is that we can read Peter's mind.",,0.24477215111255646,0.7578932046890259
"피터가 팔을 움직이는 순간 피터의 뇌에 노란색 부분이 보이는데, 이것은 팔을 움직이면서 뇌의 어떤 부분이 활성화되는지 보여주는 것입니다.","When Peter moves his arm, that yellow spot you see there is the interface to the functioning of Peter's mind taking place.","The moment Peter moves his arm, a yellow area is visible in Peter's brain, showing which part of the brain is activated as he moves his arm.",,0.2347923368215561,0.8122977018356323
여러분들은 이미 전극을 이용해 로봇 팔을 움직일 수 있다는 것과 뇌 스캐너를 이용해 뇌 내부 구조를 볼 수 있다는 것을 알고 계실 것입니다.,"Now you've seen before that with electrodes you can control robotic arms, that brain imaging and scanners can show you the insides of brains.",You probably already know that electrodes can be used to move robotic arms and brain scanners can be used to view the internal structures of the brain.,,0.38411808013916016,0.8500142097473145
이 기술과 기존 기술의 차이점은 며칠에서 몇 달까지 걸릴,What's new is that that process has typically taken days or months of analysis.,The difference between this technology and existing technologies is that it can take anywhere from days to months.,,0.10070997476577759,0.7970598340034485
정보 처리 시간을 밀리초대로 줄였다는 점입니다. 덕분에 피터는 뇌 스캐너 속에 앉아 자신의 뇌 속 변화를 실시간으로 볼 수 있습니다.,"We've collapsed that through technology to milliseconds, and that allows us to let Peter to look at his brain in real time as he's inside the scanner.","The information processing time has been reduced to milliseconds. Thanks to this, Peter can sit in a brain scanner and see changes in his brain in real time.",,0.2807985544204712,0.8500961661338806
그는 초당 6만 5천 개의 뇌 활성 지점들을 감지할 수 있습니다.,"He can look at these 65,000 points of activation per second.","He can detect 65,000 points of brain activity per second.",,0.5706698894500732,0.8916006088256836
이처럼 뇌 속 패턴 감지를 통해 피터는 자신의 뇌를 제어하는 방법을 배울 수 있습니다.,"If he can see this pattern in his own brain, he can learn how to control it.","Through this detection of patterns in his brain, Peter can learn how to control his brain.",,0.20642419159412384,0.8862151503562927
"뇌에 변화를 주는 기존의 방법에는 세 가지가 있습니다. 바로 정신 치료, 약물 복용, 그리고 병원에서의 수술입니다.","There have been three ways to try to impact the therapist's couch, pills and the knife.","There are three existing ways to change the brain. These are psychotherapy, medication, and surgery in a hospital.",,-0.631714940071106,0.7410622835159302
이 기술은 뇌에 변화를 주기 위한 또다른 방법이 될 수 있습니다.,This is a fourth alternative that you are soon going to have.,This technique may be another way to effect changes in the brain.,,-0.49734824895858765,0.6277772784233093
우리는 생각을 통해 뇌 속 회로가 생성되고 변경된다는 사실을 알고 있습니다.,"We all know that as we form thoughts, they form deep channels in our minds and in our brains.",We know that thoughts create and change circuits in the brain.,,0.21226359903812408,0.7695962190628052
만성 통증을 예로 들어 봅시다. 손을 데이면 반사적으로 손을 치우게 됩니다.,"Chronic pain is an example. If you burn yourself, you pull your hand away.","Let's take chronic pain as an example. If you burn your hand, you will reflexively move it away.",,0.3041938543319702,0.8295227289199829
하지만 6달 혹은 6년이 지나도 통증이 지속된다면 이는 뇌 속 잘못된 회로가 불필요한 통증을 생성하고 있기 때문입니다.,"But if you're still in pain in six months' or six years' time, it's because these circuits are producing pain that's no longer helping you.","However, if pain persists even after 6 months or 6 years, it is because faulty circuits in the brain are creating unnecessary pain.",,0.13619598746299744,0.8203552961349487
만약 통증이 생성되는 동안 뇌에서 활성화되는 부분을 알 수 있다면 3D 모델을 통해 뇌 속에서 정보가 처리되는 모습을 실시간으로 보고 뇌 속 통증을 유발하는 부분들을 골라낼 수 있습니다.,"If we can look at the activation in the brain that's producing the pain, we can form 3D models and watch in real time the brain process information, and then we can select the areas that produce the pain.","If we can know which parts of the brain are activated while pain is generated, we can use a 3D model to see information being processed in the brain in real time and select the parts of the brain that cause pain.",,0.4545494616031647,0.8719292283058167
손을 다시 위로 올려서 팔을 굽혀보세요.,So put your arms back up and flex your bicep.,Bring your hand up again and bend your arm.,,0.24678021669387817,0.7800866961479187
이제 여러분의 뇌 속을 직접 보고 팔을 굽힐 때 활성화되는 뇌 부분들을 골라낼 수 있다고 상상해보세요.,Now imagine that you will soon be able to look inside your brain and select brain areas to do that same thing.,Now imagine being able to look directly inside your brain and pick out the parts of your brain that are activated when you bend your arm.,,-0.08305534720420837,0.8050703406333923
지금 보이는 것은 만성 통증 환자의 뇌 속 경로들을 골라낸 것입니다.,"What you're seeing here is, we've selected the pathways in the brain of a chronic pain patient.",What you see now is a selection of pathways in the brain of chronic pain patients.,,0.6249022483825684,0.8728199005126953
"좀 충격적일지도 모르겠지만, 우리는 사실상 이 사람의 뇌를 실시간으로 읽고 있는 것입니다.","This may shock you, but we're literally reading this person's brain in real time.","It might be a bit shocking, but we're actually reading this person's brain in real time.",,0.6355986595153809,0.9314118027687073
환자들은 자신의 뇌 속 활성화된 부분들을 직접 보면서 통증을 유발하는 경로를 제어합니다.,"They're watching their own brain activation, and they're controlling the pathway that produces their pain.",Patients control the pathways that cause pain by directly looking at the activated parts of their brain.,,0.3368009030818939,0.8393574357032776
내생적 진정제를 생성하는 체내 시스템을 조절하는 것입니다.,They're learning to flex this system that releases their own endogenous opiates.,It modulates the body's systems that produce endogenous sedation.,,-0.23694708943367004,0.7272919416427612
화면 왼쪽 위를 보시면 통증을 제어하면서 뇌가 활성화된 부분을 볼 수 있습니다.,"As they do it, in the upper left is a display that's yoked to their brain activation of their own pain being controlled.","If you look at the top left of the screen, you can see where the brain is active while controlling pain.",,0.16499444842338562,0.7435663342475891
뇌를 조절하면서 동시에 통증도 조절할 수 있는 것입니다.,"When they control their brain, they can control their pain.",You can control your brain and control your pain at the same time.,,0.4410099983215332,0.8602754473686218
이 기술은 아직 완성되지 않았지만 여태까지의 임상 실험에서는 만성 환자의 통증을 44%에서 64%까지 줄일 수 있었습니다.,"This is an investigational technology, but, in clinical trials, we're seeing a 44 to 64 percent decrease in chronic pain patients.","Although the technology is not yet complete, clinical trials so far have shown it to reduce pain in chronic patients by 44% to 64%.",,0.3496536314487457,0.8790092468261719
이 기술은 영화 매트릭스가 아닙니다. 오직 당신만이 자신의 뇌를 제어할 수 있습니다.,"This is not ""The Matrix."" You can only do this to yourself. You take control.",This technology is not the movie Matrix. Only you can control your brain.,,-0.20977063477039337,0.8030456900596619
저는 제 뇌 속을 이미 들여다 봤습니다. 여러분에게도 그럴 날이 곧 올 것입니다.,"I've seen inside my brain. You will too, soon.",I've already looked inside my brain. That day will come soon for you too.,,0.16907989978790283,0.856732189655304
그 날이 오면 여러분은 무엇을 제어하고 싶으십니까?,"When you do, what do you want to control?","When that day comes, what will you want to control?",,0.4057442843914032,0.9006922841072083
여러분은 자기 자신의 면모와 자신이 겪은 경험을 모두 볼 수 있을 것입니다.,"You will be able to look at all the aspects that make you yourself, all your experiences.",You will be able to see aspects of yourself and the experiences you have had.,,0.5948036313056946,0.8464652895927429
시간이 부족해서 더 이상 구체적으로 얘기하지는 못하겠지만,These are some of the areas we're working on today that I don't have time to go into in detail.,I can't go into more detail due to lack of time.,,0.04436276853084564,0.7949309945106506
마지막으로 여러분에게 생각할거리를 하나 던져 드리고 싶습니다.,But I want to leave with you the big question.,"Lastly, I would like to give you something to think about.",,-0.25242164731025696,0.7607020139694214
우리는 이 신기술을 통해 인간의 뇌와 마음 속을 들여다 볼 수 있는 첫 세대가 될 것입니다.,"We are the first generation that's going to be able to enter into, using this technology, the human mind and brain.",We will be the first generation to be able to look inside the human brain and mind through this new technology.,,0.3813021183013916,0.9095124006271362
우리는 앞으로 이 기술을 과연 어떻게 사용해야 할까요?,Where will we take it?,How should we use this technology in the future?,,-0.26103657484054565,0.8334929943084717
"한 일년쯤 전에, 국방성의 고위직에 계신 분이 저를 방문 했습니다.","I got a visit almost exactly a year ago, a little over a year ago, from a very senior person at the Department of Defense.","About a year ago, a high-ranking official from the Ministry of Defense visited me.",,0.39433375000953674,0.8163265585899353
"그분은 저에게, ""파병 군인들 중 1,600명은 최소한 한 팔을 잃고 돌아 옵니다.","Came to see me and said, ""1,600 of the kids that we've sent out have come back missing at least one full arm.","He told me, “Of the soldiers deployed, 1,600 of them return with at least one arm missing.",,-0.18042880296707153,0.8238004446029663
어깨 아래 팔 전체를 말이지요.,Whole arm. Shoulder disarticulation.,I mean the entire arm below the shoulder.,,-0.6856652498245239,0.594618022441864
"그러면 우리는 남북전쟁 이래로 해 왔던 것처럼, 그저 막대기와 갈고리를 달아 줄 뿐입니다.","And we're doing the same thing we did for -- more or less, that we've done since the Civil War, a stick and a hook.","Then we just give them sticks and hooks, like we've done since the Civil War.",,-0.22326169908046722,0.7418213486671448
"그들은 좀더 나은 대접을 받아 마땅합니다.""","And they deserve more than that.""",“They deserve to be treated better.”,,0.079216867685318,0.8679830431938171
"이분은 뉴햄프셔의 제 사무실에 앉아 제게 이렇게 이야기 했습니다. ""나는 당신이 이런 병사들에게 달아 줄 수 있는 팔을 개발해 주었으면 합니다. 그 팔은 테이블 위에서 건포도 한 알이나 포도 한 알을 집어서, 으깨지 않고 입에 집어넣을 수 있어야 하고, 보지 않고도 그것이 건포도인지 포도알인지 구분할 수 있었으면 합니다.""","And literally, this guy sat in my office in New Hampshire and said, ""I want you to give me something that we can put on these kids that'll pick up a raisin or a grape off a table, they'll be able to put it in their mouth without destroying either one, and they'll be able to know the difference without looking at it.""","This man sat in my office in New Hampshire and told me this. “I want you to develop an arm that can be attached to these soldiers. It should be able to pick up a raisin or a grape off the table, put it in their mouth without crushing it, and tell without looking whether it is a raisin or a grape.”",,-0.40353482961654663,0.7942628264427185
"이말은 즉, 운동신경, 감각신경, 그리고 촉각반응을 모두 지원해야 한다는 말입니다.","You know, had efferent, afferent, and haptic response.","This means that it must support motor, sensory, and tactile responses.",,-0.3612998127937317,0.6410431265830994
"그의 설명이 끝나고, 저는 300파운드 쯤의 엄청난 제안서 서류를 기대했습니다만 그 분은 ""그게 바로 내가 당신에게 원하는 것입니다.""라고 하더군요","He finishes explaining that, and I'm waiting for the big 300 pound paper proposal, and he said, ""That's what I want from you.""","After his explanation, I was expecting a huge proposal document worth around 300 pounds, but he said, ""That's exactly what I want from you.""",,0.43461382389068604,0.8561795353889465
